Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price
5,0,"Jasper - Gewöhnlicher Ganove",001,81,Smaragd,Ungewöhnlich,"0,07 €","0,26 €"
0,0,"John Silver - Außerirdischer Pirat",001,82,Smaragd,Legendär,"1,76 €","11,77 €"
1,0,"Jamba Jookiba - Abtrünniger Wissenschaftler",001,83,Smaragd,Ungewöhnlich,"0,10 €","0,33 €"
0,0,"Kusco - Temperamentvoller König",001,84,Smaragd,Rare,"0,77 €","3,13 €"
0,0,"Gräfin Tremaine - Böse Stiefmutter",001,85,Smaragd,Rare,"0,29 €","1,82 €"
3,0,"Der verrückte Hutmacher - Generöser Gastgeber",001,86,Smaragd,Ungewöhnlich,"0,07 €","0,43 €"
3,0,"Meg - Hält die Fäden in der Hand",001,87,Smaragd,Häufig,"0,07 €","0,17 €"
0,0,"Micky Maus - Gewiefter Gauner",001,88,Smaragd,Super Selten,"0,34 €","1,49 €"
3,1,"Micky Maus - Dampfschiff-Kapitän",001,89,Smaragd,Häufig,"0,07 €","0,45 €"
0,0,"Mutter Gothel - Selbstsüchtige Strippenzieherin",001,90,Smaragd,Super Selten,"0,49 €","2,12 €"
2,0,"Peter Pan - Landet nimmer",001,91,Smaragd,Häufig,"0,10 €","0,15 €"
2,0,"Tamatoa - Glanzlose kleine Krabbe",001,92,Smaragd,Ungewöhnlich,"0,09 €","0,41 €"
0,0,"Naseweis - Stets hilfsbereit",001,93,Smaragd,Häufig,"0,14 €","0,33 €"
0,0,"Mach es noch mal!",001,94,Smaragd,Rare,"0,25 €","1,23 €"
3,0,"Mutter weiß mehr",001,95,Smaragd,Ungewöhnlich,"0,10 €","1,48 €"
3,0,"Stampede",001,96,Smaragd,Häufig,"0,07 €","0,13 €"
1,0,"Nimm von den Reichen",001,97,Smaragd,Rare,"0,19 €","0,78 €"
0,0,"Durchbohrender Blick",001,98,Smaragd,Häufig,"0,14 €","0,62 €"
2,0,"Das Biest gehört mir!",001,99,Smaragd,Ungewöhnlich,"0,11 €","0,35 €"
2,0,"Grauenhafter Verrat",001,100,Smaragd,Häufig,"0,07 €","0,17 €"
0,0,"Dr. Faciliers Karten",001,101,Smaragd,Ungewöhnlich,"0,10 €","0,33 €"
2,0,"Gestohlener Säbel",001,102,Smaragd,Häufig,"0,07 €","0,15 €"
2,0,"Abu - Freches Äffchen",001,103,Rubin,Häufig,"0,10 €","0,17 €"
0,1,"Aladdin - Heldenhafter Bandit",001,104,Rubin,Super Selten,"0,41 €","0,59 €"
3,0,"Aladdin - Straßenjunge",001,105,Rubin,Häufig,"0,09 €","0,17 €"
3,0,"Kapitän - Colonels Leutnant",001,106,Rubin,Ungewöhnlich,"0,10 €","0,17 €"
0,0,"Käpt'n Hook - Skrupelloser Pirat",001,107,Rubin,Rare,"0,22 €","1,12 €"
2,0,"Donald Duck - Aufbrausender Vogel",001,108,Rubin,Ungewöhnlich,"0,11 €","0,40 €"
2,0,"Elsa - Eissurferin",001,109,Rubin,Häufig,"0,07 €","0,24 €"
1,0,"Gaston - Arroganter Jäger",001,110,Rubin,Häufig,"0,11 €","0,18 €"
1,0,"Goofy - Draufgänger",001,111,Rubin,Häufig,"0,11 €","0,18 €"
1,0,"Le Fou - Anstifter",001,112,Rubin,Rare,"0,14 €","2,53 €"
0,0,"Malefiz - Monströser Drache",001,113,Rubin,Legendär,"28,35 €","71,63 €"
0,0,"Maui - Held von allen",001,114,Rubin,Rare,"13,24 €","23,20 €"
0,0,"Micky Maus - Tapferes Kleines Schneiderlein",001,115,Rubin,Legendär,"4,67 €","43,42 €"
2,0,"Minnie Maus - Stets stilvoll",001,116,Rubin,Häufig,"0,12 €","0,55 €"
1,0,"Vaiana - Vom Ozean auserwählt",001,117,Rubin,Ungewöhnlich,"0,11 €","0,33 €"
1,0,"Mulan - Kaiserliche Soldatin",001,118,Rubin,Super Selten,"0,33 €","0,63 €"
2,0,"Peter Pan - Furchtloser Kämpfer",001,119,Rubin,Häufig,"0,09 €","0,21 €"
4,0,"Pongo - Alter Gauner",001,120,Rubin,Häufig,"0,10 €","0,24 €"
3,0,"Rapunzel - Lässt ihr Haar herunter",001,121,Rubin,Ungewöhnlich,"0,11 €","0,32 €"
2,0,"Scar - Hitzköpfiger Thronräuber",001,122,Rubin,Häufig,"0,09 €","0,17 €"
1,0,"Scar - Schamloser Unruhestifter",001,123,Rubin,Rare,"0,15 €","1,36 €"
3,0,"Sergeant Tibs - Mutige Katze",001,124,Rubin,Häufig,"0,09 €","0,13 €"
2,0,"Stitch - Scheusal",001,125,Rubin,Rare,"0,22 €","1,61 €"
0,0,"Te Kā - Brandgefährlich",001,126,Rubin,Super Selten,"0,29 €","0,99 €"
1,0,"Tigger - Superste Sache",001,127,Rubin,Ungewöhnlich,"0,12 €","0,62 €"
0,0,"Seid bereit!",001,128,Rubin,Rare,"11,25 €","22,67 €"
0,1,"Mit schnellen Schnitten",001,129,Rubin,Ungewöhnlich,"0,11 €","0,33 €"
5,0,"Drachenfeuer",001,130,Rubin,Ungewöhnlich,"0,08 €","1,06 €"
0,0,"Entfacht das Feuer!",001,131,Rubin,Ungewöhnlich,"0,11 €","0,33 €"
2,0,"Er hat ein Schwert!",001,132,Rubin,Häufig,"0,07 €","0,13 €"
1,0,"Einwickeln",001,133,Rubin,Häufig,"0,07 €","0,13 €"
1,0,"Vergifteter Apfel",001,134,Rubin,Rare,"0,22 €","0,98 €"
2,0,"Schild der Tugend",001,135,Rubin,Ungewöhnlich,"0,12 €","0,58 €"
0,0,"Schwert der Wahrheit",001,136,Rubin,Rare,"0,15 €","1,11 €"
0,0,"Arielle - Krimskrams-Sammlerin",001,137,Saphir,Rare,"0,22 €","2,53 €"
4,0,"Aurora - Röschen",001,138,Saphir,Häufig,"0,07 €","0,17 €"
0,1,"Aurora - Wächterin der Träume",001,139,Saphir,Super Selten,"0,46 €","0,70 €"
6,0,"Aurora - Vornehme Prinzessin",001,140,Saphir,Ungewöhnlich,"0,10 €","0,37 €"
2,0,"Belle - Ideenreiche Ingenieurin",001,141,Saphir,Ungewöhnlich,"0,07 €","0,43 €"
0,0,"Belle - Eine ganz besondere Mademoiselle",001,142,Saphir,Legendär,"23,71 €","64,02 €"
3,0,"Tui - Respektierter Anführer",001,143,Saphir,Ungewöhnlich,"0,14 €","0,33 €"
2,0,"Donald Duck - Stolziert umher",001,144,Saphir,Häufig,"0,11 €","0,18 €"
5,0,"Fabius - Stimme der Vernunft",001,145,Saphir,Häufig,"0,07 €","0,17 €"
2,0,"Gramma Tala - Geschichtenerzählerin",001,146,Saphir,Ungewöhnlich,"0,13 €","1,29 €"
1,0,"Hades - Höllischer Intrigant",001,147,Saphir,Legendär,"8,25 €","33,97 €"
2,0,"Jasmin - Verkleidet",001,148,Saphir,Häufig,"0,07 €","0,29 €"
0,0,"Jasmin - Königin von Agrabah",001,149,Saphir,Rare,"0,37 €","2,08 €"
3,0,"Malefiz - Böser Besuch",001,150,Saphir,Häufig,"0,07 €","0,18 €"
1,0,"Malefiz - Nicht eingeladen",001,151,Saphir,Rare,"0,13 €","1,52 €"
1,0,"Maurice - Weltberühmter Erfinder",001,152,Saphir,Rare,"0,33 €","1,18 €"
2,0,"Merlin - Selbsternannter Mentor",001,153,Saphir,Häufig,"0,11 €","0,27 €"
5,0,"Micky Maus - Detektiv",001,154,Saphir,Häufig,"0,12 €","0,41 €"
2,1,"Mufasa - König des Geweihten Landes",001,155,Saphir,Häufig,"0,07 €","0,18 €"
2,0,"Phil - Trainer der Helden",001,156,Saphir,Häufig,"0,09 €","0,18 €"
0,0,"Robin Hood - Unübertroffener Bogenschütze",001,157,Saphir,Super Selten,"0,33 €","2,11 €"
1,0,"Scar - Drahtzieher",001,158,Saphir,Rare,"0,14 €","1,31 €"
0,0,"Tamatoa - So glänzend!",001,159,Saphir,Super Selten,"8,05 €","17,35 €"
2,0,"Triton - König Triton",001,160,Saphir,Ungewöhnlich,"0,11 €","0,53 €"
3,0,"Entwickle dein Gehirn",001,161,Saphir,Häufig,"0,12 €","1,34 €"
2,0,"Ist es nicht Barock",001,162,Saphir,Rare,"0,19 €","1,11 €"
0,0,"Lass jetzt los",001,163,Saphir,Rare,"2,38 €","8,24 €"
2,0,"Schnell weg!",001,164,Saphir,Ungewöhnlich,"0,22 €","6,21 €"
2,0,"Teamwork",001,165,Saphir,Häufig,"0,11 €","0,17 €"
3,0,"Kokosnusskorb",001,166,Saphir,Ungewöhnlich,"0,07 €","0,17 €"
0,0,"Auge der Moiren",001,167,Saphir,Ungewöhnlich,"0,15 €","0,25 €"
0,0,"Fischgrätenfeder",001,168,Saphir,Rare,"9,15 €","24,73 €"
2,0,"Magische Goldene Blume",001,169,Saphir,Häufig,"0,07 €","0,13 €"
1,0,"Zepter von Arendelle",001,170,Saphir,Ungewöhnlich,"0,07 €","0,33 €"
1,0,"Aladdin - Schwertkämpfer in Bedrängnis",001,171,Stahl,Häufig,"0,10 €","0,19 €"
2,0,"Biest - Dickköpfig",001,172,Stahl,Ungewöhnlich,"0,11 €","0,55 €"
0,0,"Käpt'n Hook - Kapitän der Jolly Roger",001,173,Stahl,Rare,"0,33 €","1,14 €"
3,0,"Käpt'n Hook - Mächtiger Duellant",001,174,Stahl,Häufig,"0,11 €","1,12 €"
0,0,"Käpt'n Hook - Ein feiner Gedanke",001,175,Stahl,Rare,"0,31 €","2,63 €"
2,0,"Zerberus - Dreiköpfiger Hund",001,176,Stahl,Häufig,"0,10 €","0,13 €"
0,0,"Donald Duck - Musketier",001,177,Stahl,Ungewöhnlich,"0,15 €","0,61 €"
0,0,"Gantu - Kapitän der Galaktischen Föderation",001,178,Stahl,Legendär,"1,53 €","11,49 €"
2,0,"Gesindel - Malefiz' Handlanger",001,179,Stahl,Häufig,"0,07 €","0,15 €"
0,0,"Hans - Dreizehnter in der Thronfolge",001,180,Stahl,Super Selten,"0,52 €","2,11 €"
2,0,"Hercules - Wahrer Held",001,181,Stahl,Häufig,"0,10 €","0,19 €"
3,0,"Kristoff - Offizieller Eismeister",001,182,Stahl,Häufig,"0,09 €","0,17 €"
2,0,"Kronk - Rechte Hand",001,183,Stahl,Ungewöhnlich,"0,10 €","0,33 €"
3,0,"Lilo - Galaktische Heldin",001,184,Stahl,Ungewöhnlich,"0,02 €","0,33 €"
2,0,"Maui - Halbgott",001,185,Stahl,Rare,"0,12 €","0,74 €"
0,0,"Micky Maus - Musketier",001,186,Stahl,Rare,"0,22 €","2,02 €"
5,0,"Prinz Eric - Elegant und kühn",001,187,Stahl,Häufig,"0,02 €","0,14 €"
0,0,"Simba - Zukünftiger König",001,188,Stahl,Häufig,"0,10 €","0,33 €"
0,1,"Simba - Zurückgekehrter König",001,189,Stahl,Rare,"0,20 €","0,33 €"
2,0,"Simba - Rechtmäßiger Thronfolger",001,190,Stahl,Ungewöhnlich,"0,10 €","0,39 €"
2,0,"Starkey - Hooks Handlanger",001,191,Stahl,Ungewöhnlich,"0,11 €","0,49 €"
0,0,"Te Kā - Herzlos",001,192,Stahl,Legendär,"2,12 €","13,38 €"
1,0,"Naseweis - Gigantische Fee",001,193,Stahl,Super Selten,"11,80 €","18,20 €"
1,0,"Naseweis - Winzige Taktikerin",001,194,Stahl,Häufig,"0,14 €","0,25 €"
0,0,"Ein Traum Wird Wahr",001,195,Stahl,Super Selten,"11,35 €","22,00 €"
2,0,"Zerfetzen",001,196,Stahl,Häufig,"0,10 €","0,19 €"
3,0,"Feuert die Kanonen!",001,197,Stahl,Häufig,"0,11 €","0,33 €"
2,0,"Nehmt das Schwert",001,198,Stahl,Rare,"3,65 €","9,12 €"
2,0,"Durchwühlen",001,199,Stahl,Ungewöhnlich,"0,07 €","0,33 €"
4,0,"Wuchtschlag",001,200,Stahl,Ungewöhnlich,"0,14 €","1,58 €"
2,0,"Spiegel des Biests",001,201,Stahl,Häufig,"0,10 €","0,24 €"
2,0,"Bratpfanne",001,202,Stahl,Ungewöhnlich,"0,07 €","0,26 €"
0,0,"Wappenrock der Musketiere",001,203,Stahl,Rare,"0,33 €","1,36 €"
0,0,"Plasma-Kanone",001,204,Stahl,Rare,"0,13 €","1,10 €"
0,0,"Hades - König des Olymps",001,205,Bernstein,Verzaubert,,"112,23 €"
0,0,"Stitch - Sorgloser Surfer",001,206,Bernstein,Verzaubert,,"280,79 €"
0,0,"Elsa - Magie des Winters",001,207,Amethyst,Verzaubert,,"1.015,75 €"
0,0,"Micky Maus - Eigenwilliger Zauberer",001,208,Amethyst,Verzaubert,,"198,53 €"
0,0,"Dschinni - Bei der Arbeit",001,209,Smaragd,Verzaubert,,"124,44 €"
0,0,"Micky Maus - Gewiefter Gauner",001,210,Smaragd,Verzaubert,,"110,73 €"
0,0,"Aladdin - Heldenhafter Bandit",001,211,Rubin,Verzaubert,,"108,17 €"
0,0,"Maui - Held von Allen",001,212,Rubin,Verzaubert,,"203,61 €"
0,0,"Aurora - Wächterin der Träume",001,213,Saphir,Verzaubert,,"215,38 €"
0,0,"Belle - Eine ganz besondere Mademoiselle",001,214,Saphir,Verzaubert,,"296,05 €"
0,0,"Simba - Zurückgekehrter König",001,215,Stahl,Verzaubert,,"236,74 €"
0,0,"Naseweis - Gigantische Fee",001,216,Stahl,Verzaubert,,"250,87 €"
2,0,"Pimpel - Hoffnungsloser Romantiker",002,1,Bernstein,Ungewöhnlich,"0,07 €","0,22 €"
2,0,"Christopher Robin - Abenteurer",002,2,Bernstein,Rare,"0,12 €","0,32 €"
0,0,"Cinderella - Sensation im Ballsaal",002,3,Bernstein,Rare,"2,65 €","6,21 €"
3,0,"Cobra Bobo - Nur einer vom Jugendamt",002,4,Bernstein,Rare,"0,12 €","0,24 €"
2,0,"Chef - Anführer der Sieben Zwerge",002,5,Bernstein,Ungewöhnlich,"0,14 €","0,33 €"
2,0,"Seppl - Immer verspielt",002,6,Bernstein,Ungewöhnlich,"0,07 €","0,21 €"
3,0,"Eudora - Fähige Schneiderin",002,7,Bernstein,Häufig,"0,07 €","0,12 €"
4,0,"Gaston - Bariton-Bully",002,8,Bernstein,Ungewöhnlich,"0,07 €","0,33 €"
2,0,"Großherzog - Berater des Königs",002,9,Bernstein,Rare,"0,12 €","0,29 €"
3,0,"Brummbär - Schlecht gelaunt",002,10,Bernstein,Häufig,"0,05 €","0,12 €"
3,0,"Happy - Gutmütig",002,11,Bernstein,Häufig,"0,05 €","0,12 €"
2,0,"King Louie - Der größte Klettermax",002,12,Bernstein,Super Selten,"0,12 €","0,17 €"
0,0,"Micky Maus - Freundliches Gesicht",002,13,Bernstein,Super Selten,"0,22 €","1,13 €"
0,0,"Mufasa - Verratener Anführer",002,14,Bernstein,Legendär,"16,42 €","23,03 €"
1,0,"Mulan - Freigeist",002,15,Bernstein,Häufig,"0,07 €","0,12 €"
1,0,"Mulan - Reflektiert",002,16,Bernstein,Rare,"0,15 €","0,40 €"
2,0,"Nana - Haustier der Darlings",002,17,Bernstein,Ungewöhnlich,"0,07 €","0,14 €"
2,0,"Ferkel - So ein kleines Tier",002,18,Bernstein,Häufig,"0,05 €","0,12 €"
3,0,"Rapunzel - Talentierte Künstlerin",002,19,Bernstein,Ungewöhnlich,"0,14 €","0,20 €"
1,0,"Rapunzel - Sonnenschein",002,20,Bernstein,Häufig,"0,07 €","0,12 €"
3,0,"Schlafmütz - Am Dösen",002,21,Bernstein,Häufig,"0,05 €","0,12 €"
3,0,"Hatschi - Äußerst allergisch",002,22,Bernstein,Häufig,"0,05 €","0,12 €"
2,1,"Schneewittchen - Im Wald verlaufen",002,23,Bernstein,Häufig,"0,05 €","0,12 €"
0,0,"Schneewittchen - Unerwarteter Gast",002,24,Bernstein,Ungewöhnlich,"0,14 €","0,48 €"
0,0,"Schneewittchen - Am Wunschbrunnen",002,25,Bernstein,Legendär,"4,07 €","15,41 €"
0,1,"Die Königin - Imposantes Auftreten",002,26,Bernstein,Super Selten,"1,10 €","1,62 €"
5,0,"Die Königin - Majestätische Herrscherin",002,27,Bernstein,Häufig,"0,10 €","0,37 €"
2,0,"Nun halt doch still",002,28,Bernstein,Häufig,"0,07 €","0,12 €"
1,0,"Letztes Gefecht",002,29,Bernstein,Ungewöhnlich,"0,07 €","0,20 €"
3,0,"Wir malen die Rosen rot",002,30,Bernstein,Häufig,"0,07 €","0,15 €"
0,0,"Oh, Rattenzahn!",002,31,Bernstein,Rare,"0,57 €","1,63 €"
3,0,"In Sekunden auf Hundert",002,32,Bernstein,Ungewöhnlich,"0,10 €","0,33 €"
0,1,"Drachenjuwel",002,33,Bernstein,Rare,"0,12 €","0,26 €"
0,0,"Schlafmütz‘ Flöte",002,34,Bernstein,Rare,"0,81 €","2,99 €"
0,0,"Arthur - Zauberlehrling",002,35,Amethyst,Super Selten,"1,03 €","2,99 €"
2,0,"Die Blaue Fee - Belohnt gute Taten",002,36,Amethyst,Ungewöhnlich,"0,11 €","0,32 €"
5,0,"Tassilo - Sanftmütige Seele",002,37,Amethyst,Häufig,"0,05 €","0,12 €"
3,0,"Dr. Facilier - Gerissener Opportunist",002,38,Amethyst,Häufig,"0,05 €","0,09 €"
2,0,"Elsa - Ohne Handschuhe",002,39,Amethyst,Häufig,"0,09 €","0,26 €"
3,0,"Gute Fee - Hier, um zu helfen",002,40,Amethyst,Ungewöhnlich,"0,07 €","0,17 €"
0,0,"Gute Fee - Magische Waffenschmiedin",002,41,Amethyst,Legendär,"4,67 €","10,44 €"
2,0,"Gute Fee - Reinen Herzens",002,42,Amethyst,Häufig,"0,07 €","0,12 €"
7,0,"HeiHei - Wiederkehrende Erscheinung",002,43,Amethyst,Ungewöhnlich,"0,05 €","0,29 €"
2,0,"Jiminy Grille - Pinocchios Gewissen",002,44,Amethyst,Häufig,"0,07 €","0,12 €"
5,0,"Kusco - Gesuchtes Lama",002,45,Amethyst,Häufig,"0,07 €","0,25 €"
2,0,"Madame Mim - Fuchs",002,46,Amethyst,Rare,"5,71 €","15,86 €"
0,0,"Madame Mim - Lila Drache",002,47,Amethyst,Legendär,"3,91 €","11,35 €"
0,0,"Madame Mim - Merlins Rivalin",002,48,Amethyst,Rare,"0,23 €","0,83 €"
3,0,"Madame Mim - Schlange",002,49,Amethyst,Ungewöhnlich,"0,14 €","14,41 €"
2,1,"Merlin - Krabbe",002,50,Amethyst,Häufig,"0,08 €","0,53 €"
3,0,"Merlin - Ziege",002,51,Amethyst,Ungewöhnlich,"0,22 €","6,31 €"
2,0,"Merlin - Hase",002,52,Amethyst,Rare,"3,23 €","18,88 €"
2,1,"Merlin - Formwandler",002,53,Amethyst,Rare,"0,13 €","0,33 €"
3,0,"Merlin - Eichhörnchen",002,54,Amethyst,Häufig,"0,05 €","0,17 €"
0,0,"Peter Pans Schatten - Nicht angenäht",002,55,Amethyst,Super Selten,"0,59 €","1,62 €"
0,0,"Pinocchio - Hauptattraktion",002,56,Amethyst,Rare,"1,11 €","2,93 €"
2,0,"Pinocchio - Auf der Flucht",002,57,Amethyst,Ungewöhnlich,"0,07 €","0,19 €"
4,0,"Pinocchio - Redselige Marionette",002,58,Amethyst,Ungewöhnlich,"0,22 €","1,00 €"
1,0,"Winnie Puuh - Honigzauberer",002,59,Amethyst,Häufig,"0,09 €","0,12 €"
0,0,"Isma - Schreckensvision",002,60,Amethyst,Super Selten,"0,67 €","2,08 €"
2,0,"Isma - Ohne Schönheitsschlaf",002,61,Amethyst,Ungewöhnlich,"0,07 €","0,26 €"
0,0,"Grausam und Schlimm",002,62,Amethyst,Rare,"0,12 €","0,86 €"
2,0,"Ich sitze fest!",002,63,Amethyst,Häufig,"0,05 €","0,12 €"
2,0,"Die Legende vom Schwert in dem Stein",002,64,Amethyst,Häufig,"0,07 €","0,12 €"
