Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price
7,2,Anna - Heir to Arendelle,001,35,Amethyst,Uncommon,"€0.21","€0.86"
7,2,Archimedes - Highly Educated Owl,001,36,Amethyst,Common,"€0.10","€0.22"
6,0,Dr. Facilier - Agent Provocateur,001,37,Amethyst,Rare,"€0.29","€2.08"
9,0,Dr. Facilier - Charlatan,001,38,Amethyst,Common,"€0.09","€0.49"
4,1,Dr. Facilier - Remarkable Gentleman,001,39,Amethyst,Rare,"€0.41","€1.27"
8,0,Elsa - Queen Regent,001,40,Amethyst,Common,"€0.10","€0.39"
8,1,Elsa - Snow Queen,001,41,Amethyst,Uncommon,"€0.22","€2.13"
2,0,Elsa - Spirit of Winter,001,42,Amethyst,Legendary,"€13.76","€60.52"
5,0,Flotsam - Ursula's Spy,001,43,Amethyst,Rare,"€0.15","€1.06"
5,0,Jafar - Keeper of Secrets,001,44,Amethyst,Rare,"€0.56","€2.13"
8,1,Jafar - Wicked Sorcerer,001,45,Amethyst,Common,"€0.09","€0.34"
9,0,Jetsam - Ursula's Spy,001,46,Amethyst,Common,"€0.09","€0.49"
8,1,Magic Broom - Bucket Brigade,001,47,Amethyst,Common,"€0.09","€0.74"
6,0,Maleficent - Biding Her Time,001,48,Amethyst,Rare,"€2.91","€7.05"
8,1,Maleficent - Sorceress,001,49,Amethyst,Common,"€0.15","€1.14"
6,0,Marshmallow - Persistent Guardian,001,50,Amethyst,Super rare,"€0.22","€2.13"
3,2,Mickey Mouse - Wayward Sorcerer,001,51,Amethyst,Super rare,"€0.59","€1.17"
8,0,Olaf - Friendly Snowman,001,52,Amethyst,Uncommon,"€0.09","€1.19"
8,0,Pascal - Rapunzel's Companion,001,53,Amethyst,Uncommon,"€0.15","€1.55"
9,0,Rafiki - Mysterious Sage,001,54,Amethyst,Uncommon,"€0.09","€1.52"
8,0,Sven - Official Ice Deliverer,001,55,Amethyst,Uncommon,"€0.09","€0.45"
5,1,The Queen - Wicked and Vain,001,56,Amethyst,Super rare,"€0.80","€2.50"
9,0,The Wardrobe - Belle's Confidant,001,57,Amethyst,Common,"€0.09","€0.43"
9,0,Tinker Bell - Peter Pan's Ally,001,58,Amethyst,Common,"€0.09","€0.37"
5,0,Ursula - Power Hungry,001,59,Amethyst,Legendary,"€5.20","€13.45"
8,3,Yzma - Alchemist,001,60,Amethyst,Common,"€0.09","€0.27"
5,2,Zeus - God of Lightning,001,61,Amethyst,Rare,"€0.40","€2.20"
8,0,Befuddle,001,62,Amethyst,Uncommon,"€0.29","€3.16"
8,2,Freeze,001,63,Amethyst,Common,"€0.09","€0.40"
8,1,Friends On The Other Side,001,64,Amethyst,Common,"€0.15","€2.08"
9,0,Reflection,001,65,Amethyst,Uncommon,"€0.10","€0.59"
4,3,Magic Mirror,001,66,Amethyst,Rare,"€0.30","€1.93"
4,1,Ursula's Cauldron,001,67,Amethyst,Uncommon,"€0.14","€0.84"
4,1,White Rabbit's Pocket Watch,001,68,Amethyst,Rare,"€0.39","€4.03"
8,1,Aladdin - Prince Ali,001,69,Emerald,Common,"€0.09","€0.30"
2,0,Beast - Wolfsbane,001,70,Emerald,Legendary,"€3.61","€19.02"
8,1,Cheshire Cat - Not All There,001,71,Emerald,Uncommon,"€0.62","€2.23"
2,3,Cruella de Vil - Miserable As Usual,001,72,Emerald,Rare,"€0.30","€0.34"
9,0,Duke of Weselton - Opportunistic Official,001,73,Emerald,Common,"€0.09","€0.17"
7,3,Flynn Rider - Charming Rogue,001,74,Emerald,Uncommon,"€1.01","€2.43"
8,1,Genie - On the Job,001,75,Emerald,Super rare,"€1.18","€2.54"
5,0,Genie - Powers Unleashed,001,76,Emerald,Rare,"€0.42","€2.13"
8,1,Genie - The Ever Impressive,001,77,Emerald,Common,"€0.09","€0.30"
4,2,Hans - Scheming Prince,001,78,Emerald,Rare,"€0.40","€2.33"
8,0,Horace - No-Good Scoundrel,001,79,Emerald,Common,"€0.09","€0.28"
5,0,Iago - Loud-Mouthed Parrot,001,80,Emerald,Rare,"€0.19","€1.07"
8,1,Jasper - Common Crook,001,81,Emerald,Uncommon,"€0.11","€0.97"
1,0,John Silver - Alien Pirate,001,82,Emerald,Legendary,"€6.56","€2,000.52"
7,0,Jumba Jookiba - Renegade Scientist,001,83,Emerald,Uncommon,"€0.10","€0.29"
5,1,Kuzco - Temperamental Emperor,001,84,Emerald,Rare,"€1.88","€3.16"
6,0,Lady Tremaine - Wicked Stepmother,001,85,Emerald,Rare,"€0.22","€1.52"
9,0,Mad Hatter - Gracious Host,001,86,Emerald,Uncommon,"€0.14","€1.12"
9,0,Megara - Pulling the Strings,001,87,Emerald,Common,"€0.09","€0.45"
4,0,Mickey Mouse - Artful Rogue,001,88,Emerald,Super rare,"€0.59","€0.84"
9,0,Mickey Mouse - Steamboat Pilot,001,89,Emerald,Common,"€0.09","€0.79"
4,1,Mother Gothel - Selfish Manipulator,001,90,Emerald,Super rare,"€0.87","€1.93"
8,1,Peter Pan - Never Landing,001,91,Emerald,Common,"€0.09","€0.27"
8,0,Tamatoa - Drab Little Crab,001,92,Emerald,Uncommon,"€0.17","€0.59"
8,3,Tinker Bell - Most Helpful,001,93,Emerald,Common,"€0.09","€0.66"
5,0,Do It Again!,001,94,Emerald,Rare,"€0.43","€1.11"
8,1,Mother Knows Best,001,95,Emerald,Uncommon,"€0.13","€0.92"
8,2,Stampede,001,96,Emerald,Common,"€0.09","€0.39"
7,1,Steal from the Rich,001,97,Emerald,Rare,"€0.14","€0.84"
8,1,Sudden Chill,001,98,Emerald,Common,"€0.09","€0.61"
6,0,The Beast Is Mine!,001,99,Emerald,Uncommon,"€0.09","€0.91"
8,1,Vicious Betrayal,001,100,Emerald,Common,"€0.09","€0.17"
9,0,Dr. Facilier's Cards,001,101,Emerald,Uncommon,"€0.10","€0.59"
8,1,Stolen Scimitar,001,102,Emerald,Common,"€0.09","€0.14"
9,0,Abu - Mischievous Monkey,001,103,Ruby,Common,"€0.09","€0.14"
5,1,Aladdin - Heroic Outlaw,001,104,Ruby,Super rare,"€1.11","€1.47"
8,2,Aladdin - Street Rat,001,105,Ruby,Common,"€0.09","€0.59"
7,1,Captain - Colonel's Lieutenant,001,106,Ruby,Uncommon,"€0.09","€0.55"
5,1,Captain Hook - Ruthless Pirate,001,107,Ruby,Rare,"€0.22","€1.57"
8,2,Donald Duck - Boisterous Fowl,001,108,Ruby,Uncommon,"€0.09","€0.46"
8,1,Elsa - Ice Surfer,001,109,Ruby,Common,"€0.09","€0.49"
8,1,Gaston - Arrogant Hunter,001,110,Ruby,Common,"€0.10","€0.80"
8,1,Goofy - Daredevil,001,111,Ruby,Common,"€0.10","€0.43"
5,0,Lefou - Instigator,001,112,Ruby,Rare,"€0.70","€3.72"
1,0,Maleficent - Monstrous Dragon,001,113,Ruby,Legendary,"€36.19","€51.62"
5,1,Maui - Hero to All,001,114,Ruby,Rare,"€2.84","€11.45"
7,0,Mickey Mouse - Brave Little Tailor,001,115,Ruby,Legendary,"€6.25","€54.67"
8,1,Minnie Mouse - Always Classy,001,116,Ruby,Common,"€0.09","€0.52"
9,0,Moana - Chosen by the Ocean,001,117,Ruby,Uncommon,"€0.15","€0.70"
4,2,Mulan - Imperial Soldier,001,118,Ruby,Super rare,"€0.40","€0.59"
7,2,Peter Pan - Fearless Fighter,001,119,Ruby,Common,"€0.09","€0.39"
9,0,Pongo - Ol' Rascal,001,120,Ruby,Common,"€0.09","€0.22"
8,1,Rapunzel - Letting Down Her Hair,001,121,Ruby,Uncommon,"€0.09","€0.68"
8,1,Scar - Fiery Usurper,001,122,Ruby,Common,"€0.09","€0.21"
3,1,Scar - Shameless Firebrand,001,123,Ruby,Rare,"€0.22","€1.11"
8,5,Sergeant Tibbs - Courageous Cat,001,124,Ruby,Common,"€0.09","€0.40"
6,1,Stitch - Abomination,001,125,Ruby,Rare,"€0.19","€1.11"
3,0,Te Kā - The Burning One,001,126,Ruby,Super rare,"€0.22","€1.06"
7,1,Tigger - Wonderful Thing,001,127,Ruby,Uncommon,"€0.13","€1.18"
5,1,Be Prepared,001,128,Ruby,Rare,"€5.42","€11.42"
7,0,Cut to the Chase,001,129,Ruby,Uncommon,"€0.13","€0.59"
9,0,Dragon Fire,001,130,Ruby,Uncommon,"€0.17","€2.64"
7,1,Fan The Flames,001,131,Ruby,Uncommon,"€0.15","€0.59"
8,1,He's Got A Sword!,001,132,Ruby,Common,"€0.09","€0.22"
8,4,Tangle,001,133,Ruby,Common,"€0.09","€0.24"
6,0,Poisoned Apple,001,134,Ruby,Rare,"€0.25","€1.63"
6,0,Shield of Virtue,001,135,Ruby,Uncommon,"€0.09","€1.08"
4,1,Sword of Truth,001,136,Ruby,Rare,"€0.14","€0.96"
5,0,Ariel - Whoseit Collector,001,137,Sapphire,Rare,"€0.22","€0.22"
8,2,Aurora - Briar Rose,001,138,Sapphire,Common,"€0.09","€0.22"
4,1,Aurora - Dreaming Guardian,001,139,Sapphire,Super rare,"€0.22","€0.46"
8,1,Aurora - Regal Princess,001,140,Sapphire,Uncommon,"€0.09","€1.11"
7,1,Belle - Inventive Engineer,001,141,Sapphire,Uncommon,"€0.10","€0.70"
3,0,Belle - Strange but Special,001,142,Sapphire,Legendary,"€12.85","€46.52"
7,1,Chief Tui - Respected Leader,001,143,Sapphire,Uncommon,"€0.20","€0.75"
8,1,Donald Duck - Strutting His Stuff,001,144,Sapphire,Common,"€0.09","€0.30"
8,1,Flounder - Voice of Reason,001,145,Sapphire,Common,"€0.09","€0.37"
9,0,Gramma Tala - Storyteller,001,146,Sapphire,Uncommon,"€0.09","€1.22"
0,0,Hades - Infernal Schemer,001,147,Sapphire,Legendary,"€20.67","€41.00"
9,0,Jasmine - Disguised,001,148,Sapphire,Common,"€0.09","€0.40"
4,0,Jasmine - Queen of Agrabah,001,149,Sapphire,Rare,"€1.01","€3.48"
9,0,Maleficent - Sinister Visitor,001,150,Sapphire,Common,"€0.10","€0.43"
7,0,Maleficent - Uninvited,001,151,Sapphire,Rare,"€0.22","€4.69"
4,2,Maurice - World-Famous Inventor,001,152,Sapphire,Rare,"€0.80","€2.64"
9,0,Merlin - Self-Appointed Mentor,001,153,Sapphire,Common,"€0.09","€1.01"
9,0,Mickey Mouse - Detective,001,154,Sapphire,Common,"€0.09","€0.66"
9,0,Mufasa - King of the Pride Lands,001,155,Sapphire,Common,"€0.09","€0.40"
8,1,Philoctetes - Trainer of Heroes,001,156,Sapphire,Common,"€0.09","€1.32"
3,0,Robin Hood - Unrivaled Archer,001,157,Sapphire,Super rare,"€0.54","€3.06"
6,0,Scar - Mastermind,001,158,Sapphire,Rare,"€0.15","€1.36"
7,0,Tamatoa - So Shiny!,001,159,Sapphire,Super rare,"€1.63","€3.87"
8,0,Triton - The Sea King,001,160,Sapphire,Uncommon,"€0.09","€0.55"
9,0,Develop Your Brain,001,161,Sapphire,Common,"€0.09","€0.59"
4,0,If It's Not Baroque,001,162,Sapphire,Rare,"€0.22","€1.37"
5,1,Let It Go,001,163,Sapphire,Rare,"€2.50","€9.57"
7,1,One Jump Ahead,001,164,Sapphire,Uncommon,"€0.09","€1.63"
8,0,Work Together,001,165,Sapphire,Common,"€0.10","€3.09"
8,2,Coconut Basket,001,166,Sapphire,Uncommon,"€0.09","€0.65"
6,2,Eye of the Fates,001,167,Sapphire,Uncommon,"€0.14","€1.47"
6,1,Fishbone Quill,001,168,Sapphire,Rare,"€2.23","€4.58"
8,1,Magic Golden Flower,001,169,Sapphire,Common,"€0.09","€0.49"
8,0,Scepter of Arendelle,001,170,Sapphire,Uncommon,"€0.24","€1.12"
8,0,Aladdin - Cornered Swordsman,001,171,Steel,Common,"€0.09","€0.38"
8,0,Beast - Hardheaded,001,172,Steel,Uncommon,"€0.09","€0.65"
5,1,Captain Hook - Captain of the Jolly Roger,001,173,Steel,Rare,"€0.22","€1.83"
8,2,Captain Hook - Forceful Duelist,001,174,Steel,Common,"€0.09","€0.59"
2,0,Captain Hook - Thinking a Happy Thought,001,175,Steel,Rare,"€0.61","€2.85"
9,0,Cerberus - Three-headed Dog,001,176,Steel,Common,"€0.09","€0.22"
6,1,Donald Duck - Musketeer,001,177,Steel,Uncommon,"€0.21","€10.11"
2,0,Gantu - Galactic Federation Captain,001,178,Steel,Legendary,"€1.21","€12.51"
8,3,Goons - Maleficent's Underlings,001,179,Steel,Common,"€0.09","€0.15"
4,1,Hans - Thirteenth in Line,001,180,Steel,Super rare,"€0.91","€3.10"
8,1,Hercules - True Hero,001,181,Steel,Common,"€0.09","€0.49"
8,1,Kristoff - Official Ice Master,001,182,Steel,Common,"€0.09","€0.18"
8,0,Kronk - Right-Hand Man,001,183,Steel,Uncommon,"€0.11","€0.59"
9,0,Lilo - Galactic Hero,001,184,Steel,Uncommon,"€0.09","€0.30"
5,0,Maui - Demigod,001,185,Steel,Rare,"€0.13","€1.63"
5,0,Mickey Mouse - Musketeer,001,186,Steel,Rare,"€0.30","€3.57"
9,0,Prince Eric - Dashing and Brave,001,187,Steel,Common,"€0.09","€0.49"
6,2,Simba - Future King,001,188,Steel,Common,"€0.09","€0.69"
4,1,Simba - Returned King,001,189,Steel,Rare,"€0.16","€0.35"
7,1,Simba - Rightful Heir,001,190,Steel,Uncommon,"€0.09","€0.59"
7,0,Starkey - Hook's Henchman,001,191,Steel,Uncommon,"€0.15","€0.61"
4,0,Te Kā - Heartless,001,192,Steel,Legendary,"€4.18","€7.04"
4,0,Tinker Bell - Giant Fairy,001,193,Steel,Super rare,"€6.75","€11.83"
9,0,Tinker Bell - Tiny Tactician,001,194,Steel,Common,"€0.11","€0.46"
5,1,A Whole New World,001,195,Steel,Super rare,"€5.79","€15.29"
8,1,Break,001,196,Steel,Common,"€0.09","€0.43"
9,0,Fire The Cannons!,001,197,Steel,Common,"€0.09","€0.21"
6,0,Grab Your Sword,001,198,Steel,Rare,"€1.83","€5.31"
8,1,Ransack,001,199,Steel,Uncommon,"€0.09","€0.70"
6,1,Smash,001,200,Steel,Uncommon,"€0.09","€1.97"
7,2,Beast's Mirror,001,201,Steel,Common,"€0.18","€0.46"
8,0,Frying Pan,001,202,Steel,Uncommon,"€0.09","€0.55"
3,1,Musketeer Tabard,001,203,Steel,Rare,"€0.41","€0.91"
4,0,Plasma Blaster,001,204,Steel,Rare,"€0.59","€1.42"
0,0,Hades - King of Olympus,001,205,Amber,Enchanted,,"€150.78"
0,0,Stitch - Carefree Surfer,001,206,Amber,Enchanted,,"€216.62"
0,0,Elsa - Spirit of Winter,001,207,Amethyst,Enchanted,,"€564.18"
0,0,Mickey Mouse - Wayward Sorcerer,001,208,Amethyst,Enchanted,,"€143.52"
0,0,Genie - On the Job,001,209,Emerald,Enchanted,,"€125.95"
0,0,Mickey Mouse - Artful Rogue,001,210,Emerald,Enchanted,,"€89.40"
0,0,Aladdin - Heroic Outlaw,001,211,Ruby,Enchanted,,"€118.73"
0,0,Maui - Hero to All,001,212,Ruby,Enchanted,,"€115.03"
0,0,Aurora - Dreaming Guardian,001,213,Sapphire,Enchanted,,"€146.72"
0,0,Belle - Strange but Special,001,214,Sapphire,Enchanted,,"€315.52"
0,0,Simba - Returned King,001,215,Steel,Enchanted,,"€243.94"
0,0,Tinker Bell - Giant Fairy,001,216,Steel,Enchanted,,"€218.46"
0,0,Mickey Mouse - Brave Little Tailor,001,P1,Ruby,Promo,"€2,800.52",
0,0,Stitch - Rock Star,001,P2,Amber,Promo,,
0,0,Elsa - Snow Queen,001,P3,Amethyst,Promo,,
0,0,Cruella de Vil - Miserable As Usual,001,P4,Emerald,Promo,,
0,0,Maleficent - Monstrous Dragon,001,P5,Ruby,Promo,,
0,0,Robin Hood - Unrivaled Archer,001,P6,Sapphire,Promo,,
0,0,Captain Hook - Forceful Duelist,001,P7,Steel,Promo,,
0,0,Mickey Mouse - Detective,001,P8,Sapphire,Promo,,"€5.19"
0,0,Heihei - Boat Snack,001,P9,Amber,Promo,,"€7.62"
0,0,Yzma - Alchemist,001,P10,Amethyst,Promo,,"€10.31"
0,0,Mickey Mouse - Musketeer,001,P11,Steel,Promo,"€300.51",
0,0,Goofy - Musketeer,001,P12,Amber,Promo,"€92.47",
0,0,Donald Duck - Musketeer,001,P13,Steel,Promo,"€77.94",
4,0,Bashful - Hopeless Romantic,002,1,Amber,Uncommon,"€0.11","€0.52"
4,0,Christopher Robin - Adventurer,002,2,Amber,Rare,"€0.18","€2.13"
2,0,Cinderella - Ballroom Sensation,002,3,Amber,Rare,"€10.45","€16.79"
0,0,Cobra Bubbles - Just a Social Worker,002,4,Amber,Rare,"€0.20","€0.80"
9,0,Doc - Leader of the Seven Dwarfs,002,5,Amber,Uncommon,"€0.09","€0.98"
5,0,Dopey - Always Playful,002,6,Amber,Uncommon,"€0.11","€0.86"
5,0,Eudora - Accomplished Seamstress,002,7,Amber,Common,"€0.12","€0.24"
6,0,Gaston - Baritone Bully,002,8,Amber,Uncommon,"€0.09","€0.27"
4,1,Grand Duke - Advisor to the King,002,9,Amber,Rare,"€0.23","€1.23"
11,0,Grumpy - Bad-Tempered,002,10,Amber,Common,"€0.09","€0.39"
7,1,Happy - Good-Natured,002,11,Amber,Common,"€0.09","€0.39"
2,0,King Louie - Jungle VIP,002,12,Amber,Super rare,"€0.17","€1.13"
3,1,Mickey Mouse - Friendly Face,002,13,Amber,Super rare,"€0.26","€2.13"
1,0,Mufasa - Betrayed Leader,002,14,Amber,Legendary,"€8.01","€19.01"
6,1,Mulan - Free Spirit,002,15,Amber,Common,"€0.09","€0.22"
2,0,Mulan - Reflecting,002,16,Amber,Rare,"€0.23","€1.43"
5,1,Nana - Darling Family Pet,002,17,Amber,Uncommon,"€0.11","€0.45"
8,1,Piglet - Very Small Animal,002,18,Amber,Common,"€0.09","€0.36"
4,0,Rapunzel - Gifted Artist,002,19,Amber,Uncommon,"€0.15","€1.15"
7,1,Rapunzel - Sunshine,002,20,Amber,Common,"€0.11","€0.22"
7,0,Sleepy - Nodding Off,002,21,Amber,Common,"€0.09","€0.26"
8,0,Sneezy - Very Allergic,002,22,Amber,Common,"€0.09","€0.58"
7,0,Snow White - Lost in the Forest,002,23,Amber,Common,"€0.09","€0.21"
4,0,Snow White - Unexpected Houseguest,002,24,Amber,Uncommon,"€0.13","€0.55"
2,0,Snow White - Well Wisher,002,25,Amber,Legendary,"€8.31","€13.03"
3,1,The Queen - Commanding Presence,002,26,Amber,Super rare,"€2.26","€2.85"
11,1,The Queen - Regal Monarch,002,27,Amber,Common,"€0.11","€0.66"
6,1,Hold Still,002,28,Amber,Common,"€0.09","€0.22"
4,1,Last Stand,002,29,Amber,Uncommon,"€0.09","€0.47"
8,0,Painting the Roses Red,002,30,Amber,Common,"€0.10","€0.22"
1,0,World's Greatest Criminal Mind,002,31,Amber,Rare,"€1.23","€4.19"
4,0,Zero to Hero,002,32,Amber,Uncommon,"€0.15","€1.25"
1,0,Dragon Gem,002,33,Amber,Rare,"€0.16","€0.89"
3,0,Sleepy's Flute,002,34,Amber,Rare,"€1.05",
0,1,Arthur - Wizard's Apprentice,002,35,Amethyst,Super rare,"€6.31","€15.21"
4,1,Blue Fairy - Rewarding Good Deeds,002,36,Amethyst,Uncommon,"€0.11","€0.47"
10,1,Chip the Teacup - Gentle Soul,002,37,Amethyst,Common,"€0.09","€0.40"
10,0,Dr. Facilier - Savvy Opportunist,002,38,Amethyst,Common,"€0.09","€0.22"
7,0,Elsa - Gloves Off,002,39,Amethyst,Common,"€0.10","€0.39"
3,0,Fairy Godmother - Here to Help,002,40,Amethyst,Uncommon,"€0.10","€0.24"
2,0,Fairy Godmother - Mystic Armorer,002,41,Amethyst,Legendary,"€6.25","€13.45"
4,2,Fairy Godmother - Pure Heart,002,42,Amethyst,Common,"€0.09","€0.40"
7,0,HeiHei - Persistent Presence,002,43,Amethyst,Uncommon,"€0.09","€0.64"
4,1,Jiminy Cricket - Pinocchio's Conscience,002,44,Amethyst,Common,"€0.09","€0.22"
9,1,Kuzco - Wanted Llama,002,45,Amethyst,Common,"€0.09","€0.37"
2,0,Madam Mim - Fox,002,46,Amethyst,Rare,"€2.18","€3.48"
0,0,Madam Mim - Purple Dragon,002,47,Amethyst,Legendary,"€9.93","€28.94"
2,1,Madam Mim - Rival of Merlin,002,48,Amethyst,Rare,"€0.34","€4.21"
8,0,Madam Mim - Snake,002,49,Amethyst,Uncommon,"€0.10","€1.19"
6,0,Merlin - Crab,002,50,Amethyst,Common,"€0.09","€0.40"
8,0,Merlin - Goat,002,51,Amethyst,Uncommon,"€0.17","€1.07"
4,0,Merlin - Rabbit,002,52,Amethyst,Rare,"€1.16","€3.07"
2,2,Merlin - Shapeshifter,002,53,Amethyst,Rare,"€0.23","€0.44"
13,0,Merlin - Squirrel,002,54,Amethyst,Common,"€0.09","€0.23"
5,0,Peter Pan's Shadow - Not Sewn On,002,55,Amethyst,Super rare,"€0.47","€2.07"
2,1,Pinocchio - Star Attraction,002,56,Amethyst,Rare,"€3.80","€8.12"
2,1,Pinocchio - On the Run,002,57,Amethyst,Uncommon,"€0.14","€0.63"
5,0,Pinocchio - Talkative Puppet,002,58,Amethyst,Uncommon,"€0.15","€0.47"
5,0,Winnie the Pooh - Hunny Wizard,002,59,Amethyst,Common,"€0.09","€0.39"
3,1,Yzma - Scary Beyond All Reason,002,60,Amethyst,Super rare,"€2.20","€9.12"
2,0,Yzma - Without Beauty Sleep,002,61,Amethyst,Uncommon,"€0.09","€0.35"
0,0,Gruesome and Grim,002,62,Amethyst,Rare,"€0.21","€1.39"
7,0,I'm Stuck!,002,63,Amethyst,Common,"€0.09","€0.29"
5,0,Legend of the Sword in the Stone,002,64,Amethyst,Common,"€0.11","€0.18"
5,1,Binding Contract,002,65,Amethyst,Uncommon,"€0.10","€0.39"
6,0,Croquet Mallet,002,66,Amethyst,Common,"€0.09","€0.35"
0,0,Perplexing Signposts,002,67,Amethyst,Rare,"€0.23","€1.43"
1,0,The Sorcerer's Spellbook,002,68,Amethyst,Rare,"€0.74","€4.34"
7,0,Arthur - Trained Swordsman,002,69,Emerald,Common,"€0.10","€0.30"
3,0,Beast - Relentless,002,70,Emerald,Legendary,"€12.81","€30.78"
2,1,Belle - Bookworm,002,71,Emerald,Uncommon,"€0.10","€0.46"
0,0,Belle - Hidden Archer,002,72,Emerald,Legendary,"€16.51","€44.36"
3,0,Bucky - Squirrel Squeak Tutor,002,73,Emerald,Uncommon,"€0.14","€0.62"
4,1,Cheshire Cat - Always Grinning,002,74,Emerald,Uncommon,"€0.10","€0.60"
2,0,Cheshire Cat - From the Shadows,002,75,Emerald,Super rare,"€1.72","€5.20"
4,0,Daisy Duck - Secret Agent,002,76,Emerald,Uncommon,"€0.22","€1.26"
4,0,Donald Duck - Perfect Gentleman,002,77,Emerald,Uncommon,"€0.15","€1.14"
6,0,Donald Duck - Sleepwalker,002,78,Emerald,Common,"€0.10","€0.22"
1,1,Dr. Facilier - Fortune Teller,002,79,Emerald,Super rare,"€0.40","€0.83"
6,1,Enchantress - Unexpected Judge,002,80,Emerald,Common,"€0.12","€0.38"
8,0,Flynn Rider - Confident Vagabond,002,81,Emerald,Common,"€0.12","€0.35"
1,1,Flynn Rider - His Own Biggest Fan,002,82,Emerald,Rare,"€1.84","€5.03"
4,2,Gaston - Scheming Suitor,002,83,Emerald,Common,"€0.10","€0.21"
3,0,Little John - Loyal Friend,002,84,Emerald,Rare,"€0.23","€0.91"
1,0,Lucifer - Cunning Cat,002,85,Emerald,Rare,"€0.34","€1.83"
4,1,Pain - Underworld Imp,002,86,Emerald,Uncommon,"€0.11","€0.36"
8,0,Panic - Underworld Imp,002,87,Emerald,Common,"€0.09","€0.26"
2,0,Pete - Bad Guy,002,88,Emerald,Rare,"€0.32","€3.48"
3,1,Prince John - Greediest of All,002,89,Emerald,Rare,"€4.68","€21.17"
5,0,Queen of Hearts - Quick-Tempered,002,90,Emerald,Common,"€0.09","€0.26"
5,1,Ratigan - Criminal Mastermind,002,91,Emerald,Common,"€0.09","€0.32"
7,0,Ray - Easygoing Firefly,002,92,Emerald,Common,"€0.13","€0.23"
0,0,The Queen - Disguised Peddler,002,93,Emerald,Super rare,"€0.44","€3.16"
6,1,Tiana - True Princess,002,94,Emerald,Uncommon,"€0.11","€0.53"
5,0,Virana - Fang Chief,002,95,Emerald,Common,"€0.09","€0.25"
2,3,Bibbidi Bobbidi Boo,002,96,Emerald,Rare,"€1.06","€2.20"
3,0,Bounce,002,97,Emerald,Uncommon,"€0.11","€0.36"
8,1,Hypnotize,002,98,Emerald,Common,"€0.10","€0.55"
5,1,Improvise,002,99,Emerald,Common,"€0.09","€0.21"
2,0,Pack Tactics,002,100,Emerald,Rare,"€0.18","€1.55"
7,1,Ring the Bell,002,101,Emerald,Uncommon,"€0.14","€0.43"
2,0,Ratigan's Marvelous Trap,002,102,Emerald,Rare,"€0.12","€0.86"
5,1,Baloo - Fun-Loving Bear,002,103,Ruby,Common,"€0.11","€0.49"
